,Population,S,E,I,R,S_ratio,E_ratio,I_ratio,R_ratio,Day,Total
Tahiti,191779.0,37370.0,14317.0,39657.0,100435.0,0.1948597083100861,0.07465363778098749,0.20678489302791234,0.5237017608810141,127.0,191779.0
Tahiti,191779.0,35325.0,13666.0,39640.0,103148.0,0.18419639272287372,0.07125910553293113,0.20669624932865432,0.5378482524155408,128.0,191779.0
Tahiti,191779.0,33161.0,13118.0,39349.0,106151.0,0.17291257124085535,0.06840164981567325,0.2051788777707674,0.553506901172704,129.0,191779.0
Tahiti,191779.0,31287.0,12567.0,39188.0,108737.0,0.16314090698147346,0.06552855109266395,0.20433936979544162,0.5669911721304209,130.0,191779.0
Tahiti,191779.0,29532.0,11974.0,38752.0,111521.0,0.15398974861689757,0.06243645028913489,0.20206591962623646,0.5815078814677311,131.0,191779.0
Tahiti,191779.0,27893.0,11381.0,38255.0,114250.0,0.14544345314137627,0.05934434948560583,0.19947439500675257,0.5957378023662654,132.0,191779.0
Tahiti,191779.0,26472.0,10706.0,37720.0,116881.0,0.13803388275045755,0.05582467319153818,0.1966847256477508,0.6094567184102535,133.0,191779.0
Tahiti,191779.0,24989.0,10112.0,37227.0,119451.0,0.13030102357400966,0.05272735805275865,0.1941140583692688,0.6228575600039629,134.0,191779.0
Tahiti,191779.0,23659.0,9649.0,36415.0,122056.0,0.12336595769088378,0.05031312083179076,0.18988001814588668,0.6364409033314388,135.0,191779.0
Tahiti,191779.0,22537.0,9041.0,35694.0,124507.0,0.11751547353985577,0.047142804999504635,0.18612048243029738,0.6492212390303422,136.0,191779.0
Tahiti,191779.0,21421.0,8472.0,34895.0,126991.0,0.11169627540033059,0.04417584824198687,0.18195422856517138,0.6621736477925112,137.0,191779.0
Tahiti,191779.0,20422.0,7927.0,34042.0,129388.0,0.10648715448511047,0.041334035530480394,0.17750640059651995,0.6746724093878892,138.0,191779.0
Tahiti,191779.0,19548.0,7372.0,33186.0,131673.0,0.10192982547619917,0.03844007946646922,0.17304292962211712,0.6865871654352145,139.0,191779.0
Tahiti,191779.0,18710.0,6872.0,32197.0,134000.0,0.09756021253630481,0.03583291184123392,0.1678859520594017,0.6987209235630596,140.0,191779.0
Tahiti,191779.0,17989.0,6408.0,31281.0,136101.0,0.09380067682071551,0.033413460285015566,0.16310962096997064,0.7096762419242982,141.0,191779.0
Tahiti,191779.0,17295.0,6009.0,30293.0,138182.0,0.09018192815688891,0.0313329405200778,0.1579578577425057,0.7205272735805276,142.0,191779.0
Tahiti,191779.0,16661.0,5613.0,29227.0,140278.0,0.08687603960809057,0.029268063760891444,0.15239937636550405,0.731456520265514,143.0,191779.0
Tahiti,191779.0,16022.0,5310.0,28330.0,142117.0,0.08354407938303986,0.027688120179998853,0.14772211764583193,0.7410456827911294,144.0,191779.0
Tahiti,191779.0,15570.0,4991.0,27415.0,143803.0,0.08118719984982714,0.026024747235098733,0.14295100089165133,0.7498370520234228,145.0,191779.0
Tahiti,191779.0,14972.0,4703.0,26413.0,145691.0,0.07806902737004573,0.024523018682963204,0.1377262369706798,0.7596817169763113,146.0,191779.0
Tahiti,191779.0,14584.0,4405.0,25541.0,147249.0,0.07604586529286314,0.022969146778322964,0.13317933663226944,0.7678056512965444,147.0,191779.0
Tahiti,191779.0,14202.0,4151.0,24638.0,148788.0,0.07405398922718337,0.021644705624703435,0.12847079190109448,0.7758305132470187,148.0,191779.0
Tahiti,191779.0,13917.0,3841.0,23729.0,150292.0,0.07256790368079925,0.02002826169705755,0.12373096115841672,0.7836728734637265,149.0,191779.0
Tahiti,191779.0,13642.0,3615.0,22761.0,151761.0,0.07113396148691983,0.018849821930451198,0.11868348463596118,0.7913327319466678,150.0,191779.0
Tahiti,191779.0,13349.0,3369.0,21948.0,153113.0,0.06960616125853196,0.01756709545883543,0.1144442300773286,0.7983825132053041,151.0,191779.0
Tahiti,191779.0,13081.0,3180.0,21062.0,154456.0,0.06820871941140584,0.016581586096496487,0.10982432904541164,0.805385365446686,152.0,191779.0
Tahiti,191779.0,12803.0,2984.0,20228.0,155764.0,0.06675913421177501,0.015559576387404251,0.10547557344651917,0.8122057159543016,153.0,191779.0
Tahiti,191779.0,12525.0,2855.0,19293.0,157106.0,0.06530954901214418,0.014886927140093546,0.10060016998732917,0.8192033538604331,154.0,191779.0
Tahiti,191779.0,12394.0,2688.0,18446.0,158251.0,0.06462647109433253,0.014016133153264956,0.09618362803018057,0.825173767722222,155.0,191779.0
Tahiti,191779.0,12189.0,2515.0,17659.0,159416.0,0.06355753236798607,0.013114053154933544,0.09207994618806022,0.8312484682890202,156.0,191779.0
Tahiti,191779.0,12050.0,2378.0,16797.0,160554.0,0.06283273976817065,0.012399689225619072,0.08758518920215456,0.8371823818040557,157.0,191779.0
